Timestamp (ms),F_RPM_PRIM
355699,3794.0
355709,3794.0
355720,3270.0
355730,3270.0
355740,3270.0
355750,3270.0
355760,2929.0
355772,2929.0
355782,2929.0
355792,3712.0
355804,3712.0
355814,3712.0
355824,3280.0
355834,3280.0
355844,3280.0
355857,3280.0
355872,3050.0
355886,3050.0
355896,3050.0
355906,3568.0
355916,3568.0
355926,3568.0
355939,2814.0
355949,2814.0
355962,2814.0
355972,3969.0
355982,3969.0
355992,3969.0
356002,3969.0
356014,3130.0
356024,3130.0
356034,3130.0
356044,3381.0
356061,3381.0
356073,3381.0
356083,3248.0
356094,3248.0
356104,3248.0
356114,3248.0
356124,3076.0
356134,3076.0
356147,3076.0
356157,3449.0
356167,3449.0
356177,3449.0
356187,3449.0
356199,3574.0
356209,3574.0
356219,3574.0
356234,3170.0
356244,3170.0
356255,3170.0
356265,3170.0
356275,3173.0
356285,3173.0
356295,3173.0
356307,3392.0
356317,3392.0
356327,3392.0
356337,3392.0
356347,3559.0
356360,3559.0
356370,3559.0
356380,3312.0
356390,3312.0
356400,3312.0
356413,3312.0
356423,2868.0
356433,2868.0
356443,2868.0
356453,3938.0
356466,3938.0
356476,3938.0
356486,3938.0
356496,2668.0
356506,2668.0
356518,2668.0
356528,3967.0
356538,3967.0
356548,3967.0
356558,3967.0
356570,3040.0
356580,3040.0
356590,3040.0
356605,3569.0
356615,3569.0
356627,3569.0
356637,3799.0
356651,3799.0
356661,3799.0
356671,3219.0
356681,3219.0
356691,3219.0
356707,2990.0
356717,2990.0
356727,2990.0
356737,2990.0
356754,3570.0
356765,3570.0
356775,3434.0
356787,3434.0
356797,3434.0
356807,3434.0
356817,3366.0
356827,3366.0
356839,3366.0
356849,3567.0
356859,3567.0
356869,3567.0
356879,3567.0
356892,3420.0
356902,3420.0
356912,3420.0
356922,3295.0
356932,3295.0
356944,3295.0
356954,3455.0
356968,3455.0
356978,3455.0
356988,3369.0
356998,3369.0
357008,3369.0
357020,3369.0
357030,2979.0
357040,2979.0
357050,2979.0
357060,3888.0
357072,3888.0
357082,3888.0
357101,2800.0
357111,2800.0
357125,2800.0
357135,4173.0
357153,4173.0
357163,4173.0
357173,3449.0
357183,3449.0
357193,4377.0
357208,4377.0
357218,4377.0
357228,3480.0
357238,3480.0
357248,3480.0
357260,3480.0
357270,2897.0
357280,2897.0
357290,2897.0
357300,4091.0
357312,4091.0
357322,4091.0
357332,4091.0
357342,2753.0
357352,2753.0
357364,2753.0
357374,-1
357384,-1
357394,-1
357404,3603.0
357417,3603.0
357427,3603.0
357437,3603.0
357450,2812.0
357461,2812.0
357477,3775.0
357487,3775.0
357499,3775.0
357509,3775.0
357522,3803.0
357532,3803.0
357542,3803.0
357552,2939.0
357562,2939.0
357574,2939.0
357584,3928.0
357594,3928.0
357604,3928.0
357614,3928.0
357627,3031.0
357637,3031.0
357647,3031.0
357657,3335.0
357667,3335.0
357680,3335.0
357690,4065.0
357700,4065.0
357711,4065.0
357721,3408.0
357734,3408.0
357744,3408.0
357754,3408.0
357765,3363.0
357775,3363.0
357785,3363.0
357795,3363.0
357805,3479.0
357818,3479.0
357828,3479.0
357838,3417.0
357848,3417.0
357858,3417.0
357872,3264.0
357882,3264.0
357892,3264.0
357902,3264.0
357912,3192.0
357924,3192.0
357934,3192.0
357944,3879.0
357954,3879.0
357964,3879.0
357976,3283.0
357986,3283.0
357996,3283.0
358006,3283.0
358022,3406.0
358033,3406.0
358043,3406.0
358058,3593.0
358068,3593.0
358078,3593.0
358088,3208.0
358098,3208.0
358113,3208.0
358123,3160.0
358133,3160.0
358143,3160.0
358153,4025.0
358165,4025.0
358182,4025.0
358193,2776.0
358203,2776.0
358213,2776.0
358223,4068.0
358233,4068.0
358246,4068.0
358256,4315.0
358266,4315.0
358276,4315.0
