Timestamp (ms),F_RPM_PRIM,F_GPS_SPEED
11768,0.0,0.04
11778,0.0,0.04
11791,0.0,0.04
11801,0.0,0.04
11811,0.0,0.04
11821,0.0,0.04
11831,0.0,0.04
11841,0.0,0.04
11852,0.0,0.04
11862,0.0,0.04
11872,0.0,0.04
11882,0.0,0.04
11892,0.0,0.04
11902,0.0,0.04
11913,0.0,0.04
11923,0.0,0.04
11933,0.0,0.04
11943,0.0,0.04
11953,0.0,0.04
11963,0.0,0.04
11973,0.0,0.04
11983,0.0,0.04
11993,0.0,0.04
12003,0.0,0.04
12013,0.0,0.04
12023,0.0,0.04
12034,0.0,0.04
12044,0.0,0.04
12054,0.0,0.04
12064,0.0,0.04
12074,0.0,0.04
12084,0.0,0.04
12094,0.0,0.04
12104,0.0,0.04
12114,0.0,0.04
12124,0.0,0.04
12134,0.0,0.04
12147,0.0,0.04
12157,0.0,0.04
12167,0.0,0.04
12177,0.0,0.03990291262135923
12187,0.0,0.03893203883495146
12200,0.0,0.03766990291262136
12210,0.0,0.03669902912621359
12220,0.0,0.03572815533980583
12231,0.0,0.03466019417475728
12241,0.0,0.033689320388349514
12251,0.0,0.032718446601941745
12262,0.0,0.0316504854368932
12272,0.0,0.030679611650485435
12282,0.0,0.03
12294,0.0,0.03
12304,0.0,0.03
12314,0.0,0.03
12324,0.0,0.03
12334,0.0,0.03
12347,0.0,0.03
12357,0.0,0.03
12367,0.0,0.03
12377,0.0,0.03
12387,0.0,0.03
12397,0.0,0.03
12407,0.0,0.03
12417,0.0,0.03
12429,0.0,0.03
12439,0.0,0.03
12449,0.0,0.03
12449,0.0,0.03
12461,0.0,0.03
12471,0.0,0.03
12486,0.0,0.03
12496,0.0,0.03
12506,0.0,0.03
12517,0.0,0.03
12527,0.0,0.03
12537,0.0,0.03
12548,0.0,0.03
12558,0.0,0.03
12568,0.0,0.03
12578,0.0,0.03
12588,0.0,0.03
12598,0.0,0.03
12608,0.0,0.03
12618,0.0,0.03
12628,0.0,0.03
12639,0.0,0.03
12649,0.0,0.03
12659,0.0,0.03
12669,0.0,0.03
12679,0.0,0.03
12689,0.0,0.029622641509433962
12699,0.0,0.028679245283018868
12709,0.0,0.027735849056603774
12719,0.0,0.02679245283018868
12729,0.0,0.025849056603773585
12739,0.0,0.02490566037735849
12760,0.0,0.022924528301886793
12770,0.0,0.0219811320754717
12780,0.0,0.021037735849056605
12791,0.0,0.02
12801,0.0,0.02
12814,0.0,0.02
12824,0.0,0.02
12834,0.0,0.02
12844,0.0,0.02
12854,0.0,0.02
12865,0.0,0.02
12875,0.0,0.02
12885,0.0,0.02
12895,0.0,0.02
12905,0.0,0.02
12917,0.0,0.02
12927,0.0,0.02
12937,0.0,0.02
12947,0.0,0.02
12957,0.0,0.02
